time rocket_mass
1691256665.4277055 8385349 
1691256666.4042096 8385390 
1691256667.4699495 8385380 
1691256668.4510806 8385391 
1691256669.424979 8385353 
1691256670.4013586 8385344 
1691256671.4673645 8385373 
1691256672.4491007 8385370 
1691256673.4214573 8385340 
1691256674.3993187 8385360 
1691256675.4659033 8385345 
1691256676.4428525 8385410 
1691256677.4206374 8385404 
1691256678.3976033 8385363 
1691256679.4637852 8385371 
1691256680.4418106 8385357 
1691256681.4179544 8385374 
1691256682.4838526 8385400 
1691256683.4632568 8385401 
1691256684.4401736 8385410 
1691256685.416022 8385354 
1691256686.4819326 8385388 
1691256687.4593935 8385408 
1691256688.4364223 8385413 
1691256689.4140754 8385370 
1691256690.4794714 8385363 
1691256691.4589047 8385374 
1691256692.4346108 8385361 
1691256693.411489 8385344 
1691256694.4773102 8385356 
1691256695.454521 8385379 
1691256696.4325912 8385401 
1691256697.4099643 8385394 
1691256698.4757917 8385336 
1691256699.4528072 8385368 
1691256700.4316895 8385387 
1691256701.4136307 8385374 
1691256702.4876964 8385372 
1691256703.4507947 8385373 
1691256704.4301088 8385357 
1691256705.4051683 8385348 
1691256706.470974 8385346 
1691256707.447929 8385373 
1691256708.4262557 8385330 
1691256709.4034686 8385384 
1691256710.4697926 8385321 
1691256711.4482486 8385367 
1691256712.4241104 8385375 
1691256713.4015641 8385326 
1691256714.468597 8385335 
1691256715.4456882 8385324 
1691256716.422704 8385356 
1691256717.4024596 8385340 
1691256718.466511 8385344 
1691256719.4442346 8385329 
1691256720.4207184 8385353 
1691256721.3992615 8385370 
1691256722.46461 8385363 
1691256723.4420798 8385358 
1691256724.4188478 8385327 
1691256725.4852026 8385342 
1691256726.465172 8385394 
1691256727.444863 8385319 
1691256728.416918 8385373 
1691256729.4852605 8385374 
1691256730.4618843 8385385 
1691256731.438516 8385434 
1691256732.416682 8385386 
1691256733.4816692 8385405 
1691256734.4592497 8385366 
1691256735.436539 8385417 
1691256736.413505 8385377 
1691256737.4839623 8385395 
1691256738.457702 8385422 
1691256739.435081 8385392 
1691256740.4116793 8385355 
1691256741.4913473 8385425 
1691256742.4554248 8385371 
1691256743.431607 8385381 
1691256744.4096937 8385387 
1691256745.4758384 8385402 
1691256746.4531376 8385417 
1691256747.4308002 8385424 
1691256748.407875 8385438 
1691256749.4751954 8385376 
1691256750.451119 8385437 
1691256751.428142 8385395 
1691256752.4064233 8385385 
1691256753.472448 8385401 
1691256754.449465 8385389 
1691256755.4263194 8385381 
1691256756.404313 8385414 
1691256757.4708707 8385382 
1691256758.4502409 8385368 
1691256759.427113 8385384 
1691256760.4128268 8385409 
1691256761.46864 8385395 
1691256762.447108 8385411 
1691256763.423878 8385412 
1691256764.4010215 8385433 
1691256765.4671867 8385415 
1691256766.4438994 8385420 
1691256767.4211085 8385389 
1691256768.399101 8385375 
1691256769.465163 8385409 
1691256770.4552517 8385376 
1691256771.4192388 8385401 
1691256772.4862454 8385403 
1691256773.463392 8385406 
1691256774.44577 8385437 
1691256775.4183073 8385436 
1691256776.484373 8385414 
1691256777.4605181 8385436 
1691256778.4377513 8385461 
1691256779.4155512 8385440 
1691256780.4940262 8385437 
1691256781.4604077 8385417 
1691256782.4365952 8385409 
1691256783.4137068 8385395 
1691256784.4798968 8385432 
1691256785.4566953 8385382 
1691256786.4345922 8385412 
1691256787.4117324 8385363 
1691256788.4781346 8385429 
1691256789.4584746 8385384 
1691256790.438451 8385397 
1691256791.4098878 8385370 
1691256792.47625 8385374 
1691256793.4533165 8385372 
1691256794.43168 8385376 
1691256795.4084775 8385369 
1691256796.4744825 8385374 
1691256797.451439 8385367 
1691256798.4295073 8385402 
1691256799.4136038 8385414 
1691256800.4727135 8385387 
1691256801.4496386 8385393 
1691256802.4278667 8385416 
1691256803.4048307 8385369 
1691256804.4707649 8385412 
1691256805.447865 8385396 
1691256806.425657 8385378 
1691256807.4026718 8385353 
1691256808.4691315 8385381 
1691256809.4583828 8385367 
1691256810.4240572 8385373 
1691256811.402999 8385405 
1691256812.4670439 8385380 
1691256813.4457178 8385429 
1691256814.4215727 8385436 
1691256815.4872513 8385395 
1691256816.4641893 8385388 
1691256817.4414299 8385389 
1691256818.4192395 8385400 
1691256819.4864085 8385400 
1691256820.4635532 8385417 
1691256821.440447 8385361 
1691256822.4174564 8385369 
1691256823.4834583 8385373 
1691256824.460601 8385420 
1691256825.4389155 8385380 
1691256826.4157376 8385373 
1691256827.4818172 8385388 
1691256828.458791 8385335 
1691256829.4370797 8385327 
1691256830.4140449 8385393 
1691256831.4809935 8385334 
1691256832.457533 8385364 
1691256833.4349842 8385359 
1691256834.4119606 8385297 
1691256835.4784057 8385350 
1691256836.4562452 8385367 
1691256837.4331663 8385339 
1691256838.4131494 8385352 
1691256839.4771905 8385386 
1691256840.4545655 8385382 
1691256841.4323628 8385354 
1691256842.4096494 8385366 
1691256843.4756215 8385378 
1691256844.454226 8385379 
1691256845.4305363 8385380 
1691256846.4075363 8385351 
1691256847.4746995 8385342 
1691256848.4522715 8385422 
1691256849.427812 8385383 
1691256850.4060419 8385414 
1691256851.4716406 8385403 
1691256852.4518135 8385412 
1691256853.4281 8385372 
1691256854.4048626 8385413 
1691256855.4702787 8385394 
1691256856.4482362 8385384 
1691256857.4255056 8385420 
1691256858.4055424 8385415 
1691256859.4691024 8385426 
1691256860.4463704 8385384 
1691256861.4244242 8385383 
1691256862.4015343 8385400 
1691256863.4679942 8385388 
1691256864.4483452 8385395 
1691256865.4226499 8385402 
1691256866.4005287 8385444 
1691256867.466652 8385393 
1691256868.4437628 8385404 
1691256869.4215844 8385407 
1691256870.4878852 8385384 
1691256871.4650517 8385420 
1691256872.4429913 8385388 
1691256873.4200158 8385400 
1691256874.486097 8385412 
1691256875.464392 8385404 
1691256876.4414196 8385400 
1691256877.4179556 8385399 
1691256878.4892614 8385374 
1691256879.462502 8385386 
1691256880.439535 8385435 
1691256881.4173627 8385421 
1691256882.483448 8385411 
1691256883.460504 8385384 
1691256884.437627 8385408 
1691256885.4160206 8385355 
1691256886.4805112 8385382 
1691256887.4588742 8385397 
1691256888.4355457 8385393 
1691256889.4139836 8385384 
1691256890.4795804 8385363 
1691256891.4572434 8385395 
1691256892.4349794 8385382 
1691256893.4118903 8385403 
1691256894.478212 8385405 
1691256895.4547925 8385403 
1691256896.434233 8385408 
1691256897.423587 8385314 
1691256898.4762657 8385369 
1691256899.4558794 8385383 
1691256900.431502 8385391 
1691256901.4084952 8385357 
1691256902.4754493 8385367 
1691256903.4523609 8385372 
1691256904.4297364 8385380 
1691256905.4072723 8385415 
1691256906.4739077 8385376 
1691256907.462063 8385359 
1691256908.4286308 8385398 
1691256909.4055479 8385367 
1691256910.471518 8385353 
1691256911.4495614 8385362 
1691256912.4268901 8385359 
1691256913.403687 8385405 
1691256914.470925 8385401 
1691256915.4479623 8385403 
1691256916.425473 8385391 
1691256917.4050663 8385399 
1691256918.4692419 8385371 
1691256919.446105 8385384 
1691256920.4222665 8385348 
1691256921.4891849 8385399 
1691256922.4682326 8385378 
1691256923.4438205 8385358 
1691256924.421677 8385356 
1691256925.487665 8385362 
1691256926.4646573 8385369 
1691256927.4440558 8385343 
1691256928.4196148 8385342 
1691256929.485718 8385360 
1691256930.4636712 8385337 
1691256931.441689 8385295 
1691256932.4178057 8385355 
1691256933.4849238 8385370 
1691256934.4617522 8385330 
1691256935.439072 8385338 
1691256936.4186492 8385327 
1691256937.4859052 8385307 
1691256938.4613342 8385295 
1691256939.438216 8385324 
1691256940.4152153 8385328 
1691256941.4821165 8385327 
1691256942.4590654 8385300 
1691256943.436212 8385294 
1691256944.4142182 8385332 
1691256945.4803627 8385322 
1691256946.4592705 8385340 
1691256947.4355063 8385329 
1691256948.4158134 8385319 
1691256949.479268 8385318 
1691256950.456617 8385344 
1691256951.4337409 8385305 
1691256952.4131072 8385353 
1691256953.477515 8385300 
1691256954.4555814 8385285 
1691256955.4335194 8385309 
1691256956.408994 8385280 
1691256957.475039 8385333 
1691256958.4520912 8385324 
1691256959.4306889 8385325 
1691256960.4082472 8385279 
1691256961.47316 8385285 
1691256962.4500468 8385281 
1691256963.4280782 8385318 
1691256964.4051433 8385314 
1691256965.4715068 8385333 
1691256966.4487011 8385278 
1691256967.4261801 8385274 
1691256968.4035492 8385286 
1691256969.4695568 8385294 
1691256970.4480166 8385311 
1691256971.4246783 8385318 
1691256972.490787 8385292 
1691256973.4675448 8385300 
1691256974.4457204 8385313 
1691256975.4317849 8385284 
1691256976.488935 8385273 
1691256977.465718 8385315 
1691256978.443585 8385296 
1691256979.4210007 8385309 
1691256980.4867475 8385309 
1691256981.4641569 8385345 
1691256982.442131 8385353 
1691256983.4190736 8385302 
1691256984.4854047 8385318 
1691256985.4647663 8385321 
1691256986.4403005 8385347 
1691256987.4184458 8385371 
1691256988.4844184 8385359 
1691256989.4618976 8385370 
1691256990.4393647 8385354 
1691256991.4170573 8385383 
1691256992.4814672 8385334 
1691256993.459409 8385352 
1691256994.4374495 8385321 
1691256995.4148123 8385359 
1691256996.480808 8385375 
1691256997.457896 8385341 
1691256998.4358892 8385363 
1691256999.4130392 8385333 
1691257000.479027 8385389 
1691257001.4572115 8385396 
1691257002.4359605 8385387 
1691257003.4122744 8385365 
1691257004.4783137 8385368 
1691257005.4549098 8385357 
1691257006.4331172 8385403 
1691257007.4101517 8385332 
1691257008.4760334 8385371 
1691257009.4536595 8385335 
1691257010.4322116 8385338 
1691257011.4084496 8385335 
1691257012.4746156 8385354 
1691257013.4534621 8385333 
1691257014.4312248 8385393 
1691257015.4073403 8385362 
1691257016.4738889 8385389 
1691257017.4524403 8385361 
1691257018.4313946 8385384 
1691257019.405592 8385381 
1691257020.471814 8385357 
1691257021.4496646 8385410 
1691257022.4270315 8385359 
1691257023.4042423 8385388 
1691257024.4724243 8385408 
1691257025.4479449 8385381 
1691257026.4250007 8385356 
1691257027.491061 8385368 
1691257028.4681654 8385398 
1691257029.4461703 8385394 
1691257030.4233522 8385363 
1691257031.4892974 8385371 
1691257032.4662566 8385362 
1691257033.4443035 8385370 
1691257034.4227636 8385375 
1691257035.4873135 8385390 
1691257036.465448 8385363 
1691257037.442754 8385412 
1691257038.4205196 8385392 
1691257039.4865518 8385396 
1691257040.4635723 8385371 
1691257041.441638 8385431 
1691257042.4187725 8385344 
1691257043.485213 8385346 
1691257044.4666631 8385361 
1691257045.4410071 8385356 
1691257046.4178665 8385345 
1691257047.4844306 8385346 
1691257048.4618168 8385376 
1691257049.4393027 8385344 
1691257050.4182436 8385339 
1691257051.4821398 8385344 
1691257052.4592397 8385328 
1691257053.4373195 8385356 
1691257054.4144084 8385310 
1691257055.4818723 8385326 
1691257056.4578698 8385338 
1691257057.4354408 8385348 
1691257058.4124353 8385340 
1691257059.4786685 8385337 
1691257060.4568174 8385365 
1691257061.4338274 8385335 
1691257062.4110014 8385379 
1691257063.4770882 8385346 
1691257064.4538338 8385310 
1691257065.4309664 8385332 
1691257066.4093535 8385326 
1691257067.4741397 8385327 
1691257068.452126 8385340 
1691257069.4294553 8385357 
1691257070.4063678 8385331 
1691257071.472041 8385349 
1691257072.45148 8385336 
1691257073.442956 8385325 
1691257074.4113333 8385329 
1691257075.4703584 8385343 
1691257076.448241 8385360 
1691257077.4256825 8385375 
1691257078.4916444 8385354 
1691257079.469645 8385328 
1691257080.4466999 8385345 
1691257081.4259973 8385353 
1691257082.4931586 8385367 
1691257083.4829063 8385379 
1691257084.4449387 8385367 
1691257085.4219623 8385368 
1691257086.4889894 8385391 
1691257087.466051 8385380 
1691257088.4428132 8385420 
1691257089.4208157 8385404 
1691257090.4875164 8385382 
1691257091.464177 8385389 
1691257092.4414585 8385409 
1691257093.4192839 8385377 
1691257094.4852006 8385394 
1691257095.4621086 8385369 
1691257096.4396849 8385416 
1691257097.4175975 8385364 
1691257098.4855978 8385410 
1691257099.4606018 8385412 
1691257100.4367282 8385413 
1691257101.4147925 8385395 
1691257102.4809284 8385411 
1691257103.4575832 8385367 
1691257104.43556 8385380 
1691257105.4128246 8385406 
1691257106.4787636 8385387 
1691257107.4568045 8385370 
1691257108.4341898 8385354 
1691257109.4118505 8385390 
1691257110.4781091 8385359 
1691257111.4552314 8385401 
1691257112.4338932 8385371 
1691257113.4103048 8385373 
1691257114.4777453 8385324 
1691257115.4557652 8385359 
1691257116.4317327 8385315 
1691257117.4081573 8385383 
1691257118.475522 8385371 
1691257119.4528637 8385397 
1691257120.431357 8385329 
1691257121.4078584 8385361 
1691257122.4756017 8385363 
1691257123.4519148 8385336 
1691257124.4288836 8385367 
1691257125.4071147 8385350 
1691257126.4727125 8385368 
1691257127.4499028 8385345 
1691257128.4279404 8385291 
1691257129.4940605 8385361 
1691257130.470997 8385373 
1691257131.4495316 8385334 
1691257132.4261458 8385350 
1691257133.4930854 8385329 
1691257134.4700692 8385367 
1691257135.4475021 8385322 
1691257136.4244127 8385333 
1691257137.4917617 8385313 
1691257138.468222 8385370 
1691257139.4452925 8385352 
1691257140.4235058 8385315 
1691257141.4896462 8385278 
1691257142.4666402 8385281 
1691257143.4446907 8385290 
1691257144.4219723 8385290 
1691257145.487855 8385309 
1691257146.466119 8385346 
1691257147.4429877 8385304 
1691257148.4209702 8385362 
1691257149.4872978 8385331 
1691257150.4638784 8385303 
1691257151.4506419 8385349 
1691257152.4190319 8385332 
1691257153.4851718 8385324 
1691257154.4632354 8385307 
1691257155.4402587 8385345 
1691257156.4192774 8385347 
1691257157.484083 8385330 
1691257158.462541 8385320 
1691257159.4402738 8385340 
1691257160.4164667 8385385 
1691257161.4826956 8385341 
1691257162.4604955 8385348 
1691257163.437676 8385353 
1691257164.4156694 8385307 
1691257165.4817889 8385366 
1691257166.4595602 8385308 
1691257167.4410827 8385349 
1691257168.4137025 8385323 
1691257169.47998 8385316 
1691257170.458082 8385310 
1691257171.4350991 8385325 
1691257172.412454 8385295 
1691257173.4780774 8385308 
1691257174.4559755 8385318 
1691257175.4318984 8385309 
1691257176.4101071 8385331 
1691257177.476134 8385329 
1691257178.4532351 8385299 
1691257179.4306138 8385370 
1691257180.410469 8385360 
1691257181.4770494 8385350 
1691257182.4524193 8385334 
1691257183.429597 8385362 
1691257184.4077108 8385372 
1691257185.4726372 8385348 
1691257186.4497135 8385368 
1691257187.4277675 8385364 
1691257188.4935713 8385387 
1691257189.4705696 8385370 
1691257190.4507172 8385344 
1691257191.4259102 8385363 
1691257192.4916856 8385379 
1691257193.469113 8385356 
1691257194.4459836 8385352 
1691257195.424569 8385322 
1691257196.4899938 8385359 
1691257197.4669638 8385345 
1691257198.44424 8385369 
1691257199.4221046 8385353 
1691257200.4909568 8385350 
1691257201.4654305 8385348 
1691257202.444858 8385383 
1691257203.4216008 8385403 
1691257204.4874048 8385388 
1691257205.4636555 8385391 
1691257206.4417326 8385380 
1691257207.4190896 8385385 
1691257208.483516 8385363 
1691257209.4616787 8385388 
1691257210.4385848 8385368 
1691257211.415634 8385379 
1691257212.4817836 8385424 
1691257213.4604518 8385403 
1691257214.437868 8385436 
1691257215.4139142 8385357 
1691257216.4798281 8385399 
1691257217.4581463 8385399 
1691257218.4353874 8385422 
1691257219.4157443 8385394 
1691257220.479224 8385424 
1691257221.4562855 8385432 
1691257222.43369 8385408 
1691257223.4116514 8385392 
1691257224.4775486 8385448 
1691257225.455768 8385402 
1691257226.4326205 8385437 
1691257227.409536 8385425 
1691257228.4755154 8385397 
1691257229.4537132 8385400 
1691257230.4308248 8385372 
1691257231.4077811 8385431 
1691257232.4744864 8385444 
1691257233.4506636 8385394 
1691257234.4286847 8385451 
1691257235.4949994 8385429 
1691257236.4727588 8385427 
1691257237.4491444 8385427 
1691257238.4278874 8385360 
1691257239.4940603 8385412 
1691257240.4702995 8385398 
1691257241.4472806 8385399 
1691257242.4255407 8385367 
1691257243.4914176 8385342 
1691257244.4671807 8385387 
1691257245.4457173 8385379 
1691257246.423485 8385406 
1691257247.4883964 8385396 
1691257248.4655044 8385394 
1691257249.4493349 8385388 
1691257250.4204662 8385416 
1691257251.4864898 8385433 
1691257252.4639082 8385411 
1691257253.441606 8385424 
1691257254.419175 8385394 
1691257255.4846547 8385399 
1691257256.4621017 8385424 
1691257257.4418235 8385401 
1691257258.417122 8385395 
1691257259.4865239 8385385 
1691257260.4602122 8385392 
1691257261.438211 8385388 
1691257262.4151955 8385406 
1691257263.4819891 8385413 
1691257264.458736 8385409 
1691257265.4364586 8385429 
1691257266.4137464 8385463 
1691257267.4795463 8385406 
1691257268.4565616 8385419 
1691257269.4346018 8385416 
1691257270.4116948 8385423 
1691257271.4777253 8385436 
1691257272.4546235 8385419 
1691257273.4345186 8385445 
1691257274.4099154 8385442 
1691257275.475846 8385400 
1691257276.453205 8385435 
1691257277.4308386 8385448 
1691257278.4989762 8385413 
1691257279.4738479 8385408 
1691257280.4509215 8385425 
1691257281.4279487 8385426 
1691257282.4939644 8385454 
1691257283.471029 8385440 
1691257284.449394 8385436 
1691257285.42635 8385416 
1691257286.4924173 8385427 
1691257287.4702704 8385378 
1691257288.4499087 8385426 
1691257289.4246142 8385414 
1691257290.4905615 8385426 
1691257291.4676464 8385424 
1691257292.4458141 8385463 
1691257293.4227872 8385431 
1691257294.488883 8385364 
1691257295.4658926 8385397 
1691257296.4457073 8385406 
1691257297.4215744 8385392 
1691257298.4898674 8385383 
1691257299.466037 8385426 
1691257300.4421895 8385377 
1691257301.418959 8385411 
1691257302.485334 8385367 
1691257303.462057 8385469 
1691257304.4410925 8385415 
1691257305.417453 8385432 
1691257306.4834743 8385442 
1691257307.4602177 8385423 
1691257308.4383056 8385399 
1691257309.4153347 8385380 
1691257310.4816883 8385378 
1691257311.4584527 8385351 
1691257312.4374216 8385363 
1691257313.4136872 8385374 
1691257314.480653 8385395 
1691257315.4571102 8385384 
1691257316.4329643 8385367 
1691257317.4125829 8385367 
1691257318.4769104 8385339 
1691257319.4539664 8385321 
1691257320.4320302 8385366 
1691257321.4091392 8385380 
1691257322.4750276 8385360 
1691257323.4535058 8385394 
1691257324.4302824 8385347 
1691257325.496472 8385367 
1691257326.4740522 8385391 
1691257327.4513814 8385390 
1691257328.428336 8385433 
1691257329.4953847 8385363 
1691257330.4727218 8385393 
1691257331.4502718 8385401 
1691257332.4286256 8385354 
1691257333.4936259 8385366 
1691257334.4713645 8385392 
1691257335.4484205 8385371 
1691257336.4268925 8385351 
1691257337.49583 8385394 
1691257338.46996 8385363 
1691257339.4469306 8385379 
1691257340.4249825 8385360 
1691257341.4931638 8385357 
1691257342.4686112 8385376 
1691257343.4463933 8385372 
1691257344.423468 8385374 
1691257345.4907053 8385309 
1691257346.4672947 8385346 
1691257347.4446328 8385353 
1691257348.422533 8385311 
1691257349.49027 8385360 
1691257350.466845 8385364 
1691257351.443461 8385347 
1691257352.420654 8385383 
1691257353.4865248 8385366 
1691257354.4636893 8385368 
1691257355.440684 8385387 
1691257356.4196427 8385386 
1691257357.4992216 8385365 
1691257358.463202 8385408 
1691257359.4410255 8385377 
1691257360.4170184 8385356 
1691257361.4830158 8385362 
1691257362.4610765 8385397 
1691257363.4381156 8385366 
1691257364.4161303 8385393 
1691257365.4823847 8385360 
1691257366.4593682 8385391 
1691257367.4369814 8385381 
1691257368.4188857 8385433 
1691257369.481556 8385369 
1691257370.4584172 8385387 
1691257371.4362073 8385379 
1691257372.4139178 8385395 
1691257373.4794946 8385384 
1691257374.4570522 8385383 
1691257375.434497 8385364 
1691257376.411733 8385406 
1691257377.4788184 8385391 
1691257378.4557185 8385364 
1691257379.432866 8385375 
1691257380.4108434 8385410 
1691257381.481025 8385384 
1691257382.4540098 8385385 
1691257383.4320254 8385403 
1691257384.5001588 8385373 
1691257385.475995 8385391 
1691257386.4531689 8385400 
1691257387.4301982 8385374 
1691257388.496282 8385361 
1691257389.4753892 8385350 
1691257390.4513364 8385382 
1691257391.4285815 8385377 
1691257392.4941459 8385383 
1691257393.4726522 8385382 
1691257394.4497347 8385370 
1691257395.4308276 8385354 
1691257396.5033627 8385393 
1691257397.471554 8385339 
1691257398.44899 8385348 
1691257399.42582 8385353 
1691257400.4918594 8385378 
1691257401.470013 8385394 
1691257402.446709 8385391 
1691257403.425473 8385337 
1691257404.491371 8385379 
1691257405.472508 8385337 
1691257406.445948 8385324 
1691257407.4229662 8385367 
1691257408.4894183 8385340 
1691257409.4673748 8385298 
1691257410.44442 8385342 
1691257411.4225705 8385317 
1691257412.4880898 8385317 
1691257413.4656343 8385356 
1691257414.4437056 8385312 
1691257415.4356685 8385310 
1691257416.4878752 8385318 
1691257417.464631 8385355 
1691257418.4417868 8385350 
1691257419.4198713 8385351 
1691257420.4859288 8385341 
1691257421.4639332 8385355 
1691257422.4416468 8385302 
1691257423.4177382 8385338 
1691257424.4842136 8385350 
1691257425.4648292 8385341 
1691257426.442519 8385320 
1691257427.4159403 8385338 
1691257428.4842734 8385334 
1691257429.4600966 8385347 
1691257430.43741 8385402 
1691257431.4159214 8385362 
1691257432.481199 8385371 
1691257433.459479 8385387 
1691257434.4413397 8385362 
1691257435.4135838 8385386 
1691257436.4805171 8385359 
1691257437.4573607 8385368 
1691257438.4354053 8385400 
1691257439.4125984 8385415 
1691257440.4788969 8385367 
1691257441.456014 8385374 
1691257442.436098 8385380 
1691257443.4998207 8385398 
1691257444.4780903 8385404 
1691257445.4549935 8385362 
1691257446.4330337 8385382 
1691257447.4988759 8385409 
1691257448.4759872 8385375 
1691257449.454319 8385418 
1691257450.4312117 8385391 
1691257451.4988732 8385410 
1691257452.4754252 8385363 
1691257453.4523284 8385408 
1691257454.4419205 8385381 
1691257455.4961073 8385403 
1691257456.4735134 8385416 
1691257457.4514678 8385378 
1691257458.4320064 8385343 
1691257459.493533 8385379 
1691257460.4703722 8385417 
1691257461.4474783 8385380 
1691257462.4267645 8385433 
1691257463.4952128 8385412 
1691257464.4709167 8385396 
1691257465.4468703 8385392 
1691257466.4237733 8385417 
1691257467.4900482 8385410 
1691257468.4672828 8385422 
1691257469.4451714 8385416 
1691257470.4221077 8385437 
1691257471.4883184 8385440 
1691257472.4653788 8385438 
1691257473.4428265 8385424 
1691257474.4201815 8385448 
1691257475.486299 8385423 
1691257476.4635236 8385406 
1691257477.441528 8385425 
1691257478.4184732 8385447 
1691257479.4875133 8385386 
1691257480.4618442 8385403 
1691257481.4387703 8385421 
1691257482.417106 8385425 
1691257483.4826424 8385421 
1691257484.4597049 8385393 
1691257485.437852 8385443 
1691257486.4154751 8385412 
1691257487.4806535 8385432 
1691257488.459162 8385409 
1691257489.435994 8385417 
1691257490.4142778 8385425 
1691257491.478863 8385409 
1691257492.4560878 8385349 
1691257493.4360852 8385355 
1691257494.5002494 8385389 
1691257495.4769197 8385372 
1691257496.454335 8385359 
1691257497.4325097 8385364 
1691257498.49757 8385373 
1691257499.4742744 8385342 
1691257500.4543886 8385382 
1691257501.4295404 8385354 
1691257502.4955976 8385319 
1691257503.4736986 8385360 
1691257504.4508712 8385359 
1691257505.4276273 8385375 
1691257506.4936714 8385353 
1691257507.47297 8385349 
1691257508.4495568 8385324 
1691257509.4261327 8385352 
1691257510.4928508 8385377 
1691257511.469923 8385327 
1691257512.4470491 8385350 
1691257513.4250407 8385343 
1691257514.49108 8385402 
1691257515.468199 8385380 
1691257516.4468322 8385385 
1691257517.4235528 8385353 
1691257518.489402 8385404 
1691257519.4675834 8385381 
1691257520.4444852 8385388 
1691257521.4219477 8385363 
1691257522.4889107 8385362 
1691257523.4645693 8385374 
1691257524.4423192 8385359 
1691257525.4202993 8385369 
1691257526.485743 8385381 
1691257527.4629738 8385366 
1691257528.440657 8385351 
1691257529.4183512 8385358 
1691257530.4838994 8385386 
1691257531.4599757 8385371 
1691257532.4500062 8385405 
1691257533.4148848 8385319 
1691257534.481156 8385341 
1691257535.4581878 8385371 
1691257536.435352 8385375 
1691257537.4131021 8385382 
1691257538.4790723 8385364 
1691257539.4562976 8385341 
1691257540.4341123 8385338 
1691257541.4993227 8385385 
1691257542.482872 8385384 
1691257543.4545789 8385395 
1691257544.4315991 8385361 
1691257545.497674 8385380 
1691257546.474724 8385385 
1691257547.452633 8385410 
1691257548.430746 8385381 
1691257549.4959579 8385419 
1691257550.4760385 8385423 
1691257551.451104 8385385 
1691257552.4275897 8385362 
1691257553.4963126 8385354 
1691257554.4718041 8385399 
1691257555.4491186 8385379 
1691257556.4274793 8385367 
1691257557.4918444 8385423 
1691257558.470392 8385402 
1691257559.4468596 8385381 
1691257560.425706 8385401 
1691257561.4941883 8385416 
1691257562.4700155 8385379 
1691257563.4451935 8385362 
1691257564.4223328 8385391 
1691257565.4887185 8385366 
1691257566.4657815 8385377 
1691257567.4429872 8385359 
1691257568.4205127 8385355 
1691257569.4857383 8385378 
1691257570.4625862 8385398 
1691257571.4413338 8385346 
1691257572.417745 8385369 
1691257573.4839113 8385309 
1691257574.4646423 8385325 
1691257575.4395218 8385349 
1691257576.4159997 8385384 
1691257577.482318 8385390 
1691257578.460084 8385371 
1691257579.4374182 8385401 
1691257580.4151874 8385360 
1691257581.4815311 8385356 
1691257582.4606397 8385326 
1691257583.436048 8385361 
1691257584.501343 8385351 
1691257585.4795818 8385348 
1691257586.4563067 8385332 
1691257587.4349988 8385329 
1691257588.499674 8385359 
1691257589.4775321 8385316 
1691257590.4546294 8385366 
1691257591.4431195 8385316 
1691257592.4985216 8385311 
1691257593.4756715 8385342 
1691257594.4534345 8385328 
1691257595.43059 8385307 
1691257596.4970593 8385323 
1691257597.4775205 8385311 
1691257598.4526885 8385316 
1691257599.4292066 8385315 
1691257600.49614 8385308 
1691257601.4747722 8385326 
1691257602.4503155 8385340 
1691257603.4259562 8385284 
1691257604.4934435 8385318 
1691257605.470482 8385303 
1691257606.44928 8385288 
1691257607.4242198 8385324 
1691257608.4918003 8385318 
1691257609.4688516 8385332 
1691257610.446288 8385342 
1691257611.4234483 8385321 
1691257612.489848 8385375 
1691257613.4666681 8385371 
1691257614.4435432 8385335 
1691257615.4218264 8385388 
1691257616.4908283 8385374 
1691257617.465849 8385390 
1691257618.443419 8385384 
1691257619.4197438 8385369 
1691257620.4868112 8385352 
1691257621.4638793 8385375 
1691257622.44154 8385374 
1691257623.4181886 8385391 
1691257624.4842575 8385364 
1691257625.4625638 8385379 
1691257626.4392521 8385351 
1691257627.4165678 8385341 
1691257628.4826772 8385392 
1691257629.4608085 8385382 
1691257630.4395206 8385391 
1691257631.5034468 8385387 
1691257632.4842575 8385376 
1691257633.459473 8385355 
1691257634.4356184 8385375 
1691257635.5018651 8385346 
1691257636.479665 8385364 
1691257637.4574873 8385382 
1691257638.434329 8385385 
1691257639.49915 8385359 
1691257640.4789853 8385338 
1691257641.454801 8385387 
1691257642.4308016 8385382 
1691257643.497413 8385337 
1691257644.4755337 8385380 
1691257645.4520376 8385373 
1691257646.4292548 8385314 
1691257647.495557 8385355 
1691257648.4745662 8385365 
1691257649.4514678 8385349 
1691257650.4274173 8385354 
1691257651.4945407 8385336 
1691257652.4715269 8385338 
1691257653.449357 8385328 
1691257654.4266844 8385331 
1691257655.4929888 8385352 
1691257656.470156 8385381 
1691257657.447948 8385317 
1691257658.4261181 8385351 
1691257659.491091 8385338 
1691257660.4720688 8385382 
1691257661.4459784 8385341 
1691257662.4240842 8385358 
1691257663.4891794 8385400 
1691257664.4677737 8385368 
1691257665.4446225 8385343 
1691257666.4209554 8385372 
1691257667.4871616 8385391 
1691257668.4662888 8385384 
1691257669.442121 8385355 
1691257670.4192665 8385375 
1691257671.4853108 8385339 
1691257672.463692 8385372 
1691257673.4403007 8385364 
1691257674.41793 8385311 
1691257675.4834614 8385306 
1691257676.4609485 8385333 
1691257677.4384992 8385350 
1691257678.5039105 8385312 
1691257679.4834397 8385305 
1691257680.4652846 8385320 
