time Temperature_tc1 Temperature_tc2
1691256562.616297 1800 1925 
1691256563.6164844 1800 1900 
1691256564.615489 1800 1900 
1691256565.6167 1800 1900 
1691256566.6183355 1800 1900 
1691256567.6163075 1800 1925 
1691256568.6153736 1800 1900 
1691256569.6166458 1800 1900 
1691256570.616802 1800 1900 
1691256571.617045 1800 1925 
1691256572.6155803 1800 1900 
1691256573.6166725 1800 1900 
1691256574.6170208 1800 1900 
1691256575.6168082 1775 1900 
1691256576.618999 1775 1900 
1691256577.6176317 1800 1900 
1691256578.6161547 1800 1925 
1691256579.6167376 1800 1900 
1691256580.6162095 1800 1925 
1691256581.6159801 1800 1925 
1691256582.6162822 1800 1900 
1691256583.6163576 1800 1925 
1691256584.6163821 1800 1925 
1691256585.616463 1800 1925 
1691256586.6288857 1800 1925 
1691256587.6164877 1800 1925 
1691256588.6164234 1800 1925 
1691256589.616815 1800 1925 
1691256590.6167061 1800 1925 
1691256591.616829 1800 1925 
1691256592.6175349 1800 1925 
1691256593.6213803 1800 1925 
1691256594.6170661 1800 1925 
1691256595.6161118 1800 1925 
1691256596.6169682 1800 1925 
1691256597.6168196 1800 1925 
1691256598.6167557 1800 1925 
1691256599.6160865 1800 1900 
1691256600.6170027 1800 1925 
1691256601.6170003 1800 1925 
1691256602.6171148 1800 1925 
1691256603.616561 1800 1925 
1691256604.6175451 1800 1925 
1691256605.6173418 1800 1900 
1691256606.6177208 1800 1900 
1691256607.6165223 1800 1900 
1691256608.6175556 1800 1900 
1691256609.6174607 1800 1900 
1691256610.6175046 1800 1900 
1691256611.616401 1800 1900 
1691256612.6175733 1800 1900 
1691256613.6165028 1800 1900 
1691256614.6190124 1800 1900 
1691256615.6176484 1800 1900 
1691256616.6169379 1800 1900 
1691256617.6167305 1800 1900 
1691256618.6168208 1800 1900 
1691256619.615847 1800 1900 
1691256620.6169398 1800 1900 
1691256621.6171134 1800 1900 
1691256622.617021 1800 1900 
1691256623.6162941 1800 1900 
1691256624.6171813 1800 1900 
1691256625.630037 1800 1900 
1691256626.6172247 1800 1900 
1691256627.616229 1800 1900 
1691256628.6173496 1800 1900 
1691256629.6186454 1800 1900 
1691256630.6195393 1800 1900 
1691256631.6168847 1800 1900 
1691256632.6177225 1800 1900 
1691256633.6175814 1800 1900 
1691256634.6177025 1800 1900 
1691256635.616612 1800 1900 
1691256636.6181104 1800 1925 
1691256637.6177132 1800 1925 
1691256638.6178908 1800 1925 
1691256639.6181242 1800 1925 
1691256640.6178548 1800 1900 
1691256641.6199937 1800 1925 
1691256642.618213 1800 1900 
1691256643.6188738 1800 1900 
1691256644.6188462 1800 1900 
1691256645.6180527 1800 1900 
1691256646.6183884 1800 1900 
1691256647.6184287 1800 1900 
1691256648.6184096 1800 1900 
1691256649.6173608 1800 1900 
1691256650.616479 1800 1900 
1691256651.6190004 1800 1900 
1691256652.6176236 1800 1875 
1691256653.6186757 1800 1875 
1691256654.618548 1800 1900 
1691256655.6177447 1800 1900 
1691256656.6178193 1800 1900 
1691256657.6212223 1800 1900 
1691256658.6168451 1800 1900 
1691256659.617886 1800 1900 
1691256660.6179838 1800 1900 
1691256661.6177514 1775 1900 
1691256662.6169264 1800 1900 
1691256663.618147 1800 1900 
1691256664.6202128 1800 1925 
1691256665.6181834 1800 1900 
1691256666.6172893 1800 1900 
1691256667.6181142 1800 1900 
1691256668.6183417 1800 1900 
1691256669.6182406 1800 1900 
1691256670.6172528 1775 1900 
1691256671.618567 1775 1900 
1691256672.6185853 1775 1900 
1691256673.6196418 1775 1900 
1691256674.630839 1800 1900 
1691256675.6193151 1800 1900 
1691256676.619382 1800 1900 
1691256677.6195283 1775 1900 
1691256678.6175683 1775 1900 
1691256679.6191232 1775 1900 
1691256680.6191127 1775 1900 
1691256681.6188931 1775 1900 
1691256682.618867 1775 1900 
1691256683.618963 1800 1900 
1691256684.619034 1800 1900 
1691256685.617913 1800 1900 
1691256686.6183386 1800 1900 
1691256687.6182933 1800 1900 
1691256688.6184125 1800 1900 
1691256689.620416 1800 1900 
1691256690.6185088 1800 1925 
1691256691.6201613 1800 1925 
1691256692.618555 1800 1925 
1691256693.617356 1800 1925 
1691256694.6186872 1800 1925 
1691256695.6186526 1800 1925 
1691256696.6184764 1800 1900 
1691256697.6177006 1800 1900 
1691256698.6188445 1800 1900 
1691256699.6186075 1800 1900 
1691256700.6186516 1800 1925 
1691256701.6176894 1800 1925 
1691256702.6192622 1800 1900 
1691256703.61915 1800 1925 
1691256704.618988 1800 1925 
1691256705.6205842 1800 1925 
1691256706.6213963 1800 1925 
1691256707.6190493 1800 1925 
1691256708.61932 1825 1925 
1691256709.618142 1800 1925 
1691256710.6192443 1800 1925 
1691256711.6192052 1800 1925 
1691256712.619661 1800 1925 
1691256713.624341 1800 1925 
1691256714.6196938 1800 1925 
1691256715.619765 1800 1900 
1691256716.619585 1800 1900 
1691256717.6186388 1800 1900 
1691256718.6195178 1800 1900 
1691256719.619804 1800 1900 
1691256720.619537 1800 1900 
1691256721.6178975 1800 1925 
1691256722.6190813 1800 1925 
1691256723.6189494 1800 1925 
1691256724.619048 1800 1925 
1691256725.6193333 1800 1925 
1691256726.6209989 1800 1925 
1691256727.6188536 1800 1925 
1691256728.620276 1800 1925 
1691256729.6202066 1800 1900 
1691256730.6204755 1800 1900 
1691256731.620546 1800 1900 
1691256732.620021 1800 1900 
1691256733.6197348 1800 1900 
1691256734.6203134 1800 1900 
1691256735.619312 1800 1925 
1691256736.6183484 1800 1900 
1691256737.6206217 1800 1925 
1691256738.6193779 1800 1925 
1691256739.6194391 1800 1900 
1691256740.6185427 1800 1900 
1691256741.6196246 1800 1925 
1691256742.6283195 1800 1900 
1691256743.6195986 1800 1900 
1691256744.6186273 1800 1900 
1691256745.6200778 1800 1900 
1691256746.6201992 1800 1925 
1691256747.6200118 1800 1925 
1691256748.6191826 1800 1900 
1691256749.6198957 1800 1900 
1691256750.6199794 1800 1900 
1691256751.6211188 1800 1900 
1691256752.6317136 1800 1925 
1691256753.620149 1800 1900 
1691256754.6201766 1775 1900 
1691256755.6201572 1800 1900 
1691256756.6197932 1800 1925 
1691256757.6205542 1800 1925 
1691256758.6196187 1800 1925 
1691256759.619708 1800 1925 
1691256760.6186624 1800 1925 
1691256761.6196854 1800 1900 
1691256762.6199622 1800 1900 
1691256763.6223357 1800 1900 
1691256764.6189241 1800 1900 
1691256765.6199841 1800 1900 
1691256766.6199374 1800 1900 
1691256767.6200562 1800 1900 
1691256768.6191027 1800 1875 
1691256769.620093 1775 1900 
1691256770.6206553 1775 1900 
1691256771.6203969 1800 1900 
1691256772.6202266 1800 1925 
1691256773.6202576 1800 1925 
1691256774.62028 1800 1900 
1691256775.620327 1800 1900 
1691256776.6204176 1800 1900 
1691256777.6204634 1800 1900 
1691256778.6203175 1800 1900 
1691256779.6220305 1800 1900 
1691256780.6205995 1800 1900 
1691256781.6215827 1800 1900 
1691256782.6207407 1775 1900 
1691256783.6198037 1800 1900 
1691256784.6205714 1800 1900 
1691256785.6206555 1800 1900 
1691256786.6206715 1800 1900 
1691256787.6197379 1800 1900 
1691256788.6212933 1800 1900 
1691256789.6222208 1800 1900 
1691256790.6215029 1800 1900 
1691256791.6341853 1800 1900 
1691256792.6214194 1800 1900 
1691256793.6204572 1800 1900 
1691256794.620079 1775 1900 
1691256795.6214657 1800 1900 
1691256796.6209939 1775 1900 
1691256797.620149 1800 1900 
1691256798.620398 1800 1900 
1691256799.6197383 1775 1900 
1691256800.6203592 1800 1900 
1691256801.6204197 1800 1900 
1691256802.621147 1800 1900 
1691256803.6197078 1800 1900 
1691256804.6217737 1800 1900 
1691256805.620724 1800 1900 
1691256806.6205723 1800 1900 
1691256807.6199493 1800 1875 
1691256808.6217341 1800 1875 
1691256809.6223524 1800 1900 
1691256810.6212726 1800 1900 
1691256811.62015 1800 1900 
1691256812.620991 1800 1900 
1691256813.6208937 1800 1900 
1691256814.6213677 1800 1900 
1691256815.62107 1800 1900 
1691256816.6243057 1800 1900 
1691256817.621455 1800 1900 
1691256818.6216223 1800 1900 
1691256819.6215847 1800 1900 
1691256820.6213284 1800 1900 
1691256821.6216395 1800 1900 
1691256822.6216273 1775 1900 
1691256823.6216493 1775 1900 
1691256824.6216736 1800 1900 
1691256825.6218204 1800 1900 
1691256826.6209054 1800 1900 
1691256827.62165 1800 1900 
1691256828.621979 1800 1900 
1691256829.621127 1800 1900 
1691256830.6217499 1800 1900 
1691256831.6211221 1800 1900 
1691256832.621638 1800 1900 
1691256833.62089 1800 1900 
1691256834.6199844 1800 1900 
1691256835.6211107 1800 1900 
1691256836.621386 1825 1900 
1691256837.6213145 1800 1875 
1691256838.6203077 1800 1900 
1691256839.62173 1800 1900 
1691256840.62605 1800 1900 
1691256841.6215425 1800 1900 
1691256842.6219046 1800 1900 
1691256843.6217752 1800 1900 
1691256844.6217542 1800 1900 
1691256845.6217964 1800 1875 
1691256846.620567 1800 1900 
1691256847.6215997 1800 1900 
1691256848.621691 1775 1900 
1691256849.6221132 1775 1900 
1691256850.6206315 1775 1900 
1691256851.622105 1775 1900 
1691256852.622615 1775 1875 
1691256853.6247587 1800 1900 
1691256854.6211882 1800 1900 
1691256855.6221304 1800 1900 
1691256856.6221473 1800 1875 
1691256857.622221 1775 1900 
1691256858.6226594 1800 1900 
1691256859.6225598 1800 1900 
1691256860.6224618 1775 1900 
1691256861.6224184 1800 1900 
1691256862.6215475 1800 1900 
1691256863.6228006 1800 1900 
1691256864.6225605 1800 1900 
1691256865.6217034 1800 1900 
1691256866.620433 1800 1900 
1691256867.621569 1800 1925 
1691256868.6218686 1800 1925 
1691256869.6220088 1800 1900 
1691256870.6218603 1800 1900 
1691256871.6219203 1800 1900 
1691256872.6219566 1800 1900 
1691256873.622057 1800 1900 
1691256874.62386 1800 1925 
1691256875.622143 1800 1925 
1691256876.6220226 1825 1925 
1691256877.6221118 1825 1925 
1691256878.6222718 1825 1900 
1691256879.6240065 1825 1900 
1691256880.6223135 1825 1900 
1691256881.6214101 1825 1925 
1691256882.6225185 1825 1925 
1691256883.6224828 1825 1925 
1691256884.6224945 1800 1900 
1691256885.6213288 1800 1925 
1691256886.6225753 1825 1925 
1691256887.622409 1825 1925 
1691256888.6229339 1825 1900 
1691256889.6307876 1825 1900 
1691256890.626212 1825 1925 
1691256891.6229165 1825 1925 
1691256892.6232326 1825 1925 
1691256893.6225197 1825 1925 
1691256894.6227238 1825 1950 
1691256895.6236322 1825 1950 
1691256896.6229062 1825 1950 
1691256897.6220405 1825 1950 
1691256898.623316 1825 1950 
1691256899.6229303 1825 1950 
1691256900.623205 1825 1925 
1691256901.6214952 1825 1925 
1691256902.6224816 1800 1900 
1691256903.6224542 1800 1900 
1691256904.6222782 1800 1900 
1691256905.6214855 1800 1900 
1691256906.624706 1800 1900 
1691256907.6229963 1800 1900 
1691256908.6225395 1800 1900 
1691256909.6216254 1800 1900 
1691256910.622515 1800 1925 
1691256911.6225207 1800 1925 
1691256912.6229486 1800 1925 
1691256913.6217315 1800 1925 
1691256914.6228497 1800 1900 
1691256915.623012 1800 1900 
1691256916.6228087 1800 1900 
1691256917.6220353 1800 1900 
1691256918.6238403 1800 1900 
1691256919.6231062 1800 1900 
1691256920.6231296 1800 1900 
1691256921.6231122 1800 1900 
1691256922.6231763 1800 1925 
1691256923.6233463 1800 1900 
1691256924.6233354 1800 1900 
1691256925.6236153 1800 1900 
1691256926.623584 1800 1900 
1691256927.6261168 1800 1900 
1691256928.6252196 1800 1900 
1691256929.6235707 1800 1875 
1691256930.6236234 1800 1900 
1691256931.6234632 1800 1875 
1691256932.6232822 1800 1900 
1691256933.6238863 1800 1900 
1691256934.6235745 1800 1900 
1691256935.6236193 1775 1900 
1691256936.623015 1775 1875 
1691256937.6240578 1775 1875 
1691256938.6228688 1775 1900 
1691256939.6229038 1775 1900 
1691256940.6219096 1775 1875 
1691256941.622982 1775 1875 
1691256942.6229208 1775 1875 
1691256943.6254804 1800 1875 
1691256944.6221077 1775 1875 
1691256945.623521 1775 1875 
1691256946.623558 1775 1875 
1691256947.6237266 1775 1900 
1691256948.6236484 1775 1900 
1691256949.6235032 1775 1875 
1691256950.6235683 1775 1875 
1691256951.6236393 1775 1900 
1691256952.622688 1775 1875 
1691256953.6237075 1775 1875 
1691256954.623695 1775 1875 
1691256955.6238105 1775 1900 
1691256956.6236632 1775 1875 
1691256957.6282666 1800 1875 
1691256958.6240668 1800 1875 
1691256959.625155 1800 1900 
1691256960.623905 1800 1900 
1691256961.6238863 1775 1900 
1691256962.6239824 1800 1900 
1691256963.6241372 1800 1900 
1691256964.6230304 1800 1900 
1691256965.6243386 1800 1900 
1691256966.6253538 1800 1900 
1691256967.6264038 1800 1900 
1691256968.623463 1800 1900 
1691256969.624551 1800 1900 
1691256970.624369 1800 1900 
1691256971.6243768 1800 1900 
1691256972.6247637 1800 1900 
1691256973.6240036 1775 1900 
1691256974.6234975 1800 1900 
1691256975.6249628 1800 1900 
1691256976.623569 1800 1900 
1691256977.6317358 1800 1900 
1691256978.6236422 1800 1900 
1691256979.6241667 1800 1925 
1691256980.623737 1800 1925 
1691256981.624026 1800 1900 
1691256982.6240566 1800 1900 
1691256983.623113 1800 1925 
1691256984.624542 1800 1925 
1691256985.6244202 1800 1925 
1691256986.6242611 1800 1925 
1691256987.6233075 1800 1900 
1691256988.624541 1800 1900 
1691256989.6244364 1800 1900 
1691256990.6242673 1800 1900 
1691256991.624993 1800 1900 
1691256992.6244726 1800 1900 
1691256993.6243286 1800 1900 
1691256994.624655 1800 1900 
1691256995.6237476 1800 1900 
1691256996.624764 1800 1900 
1691256997.6248517 1800 1900 
1691256998.624921 1800 1900 
1691256999.6239073 1800 1900 
1691257000.6252306 1800 1900 
1691257001.6252542 1800 1900 
1691257002.6250753 1800 1925 
1691257003.6240606 1800 1925 
1691257004.6252065 1800 1925 
1691257005.6249535 1800 1900 
1691257006.625184 1800 1925 
1691257007.6242652 1800 1900 
1691257008.625133 1800 1900 
1691257009.624314 1800 1900 
1691257010.6254635 1800 1900 
1691257011.6232476 1800 1900 
1691257012.6274898 1800 1900 
1691257013.6245055 1800 1900 
1691257014.6245503 1800 1900 
1691257015.6238785 1800 1900 
1691257016.6329672 1800 1900 
1691257017.6247048 1800 1900 
1691257018.624804 1800 1900 
1691257019.6242015 1800 1900 
1691257020.6249008 1800 1900 
1691257021.624753 1800 1900 
1691257022.6250422 1800 1900 
1691257023.624204 1825 1900 
1691257024.6250267 1800 1900 
1691257025.6252494 1825 1900 
1691257026.6251402 1825 1900 
1691257027.6249833 1825 1900 
1691257028.626679 1825 1925 
1691257029.6263447 1825 1925 
1691257030.6253033 1825 1925 
1691257031.6253965 1825 1925 
1691257032.6253407 1825 1925 
1691257033.6254735 1825 1925 
1691257034.6266558 1825 1925 
1691257035.6262474 1825 1925 
1691257036.6256204 1825 1900 
1691257037.6257324 1825 1900 
1691257038.625518 1825 1900 
1691257039.6255896 1825 1900 
1691257040.625611 1800 1925 
1691257041.6256423 1825 1900 
1691257042.624681 1825 1900 
1691257043.626078 1800 1900 
1691257044.6283 1800 1900 
1691257045.6271243 1800 1900 
1691257046.6240678 1800 1900 
1691257047.6250114 1800 1900 
1691257048.625292 1800 1900 
1691257049.6256764 1800 1900 
1691257050.6240654 1800 1900 
1691257051.6253858 1800 1900 
1691257052.625468 1800 1900 
1691257053.625574 1800 1900 
1691257054.6242352 1800 1900 
1691257055.6272721 1800 1900 
1691257056.6256921 1800 1925 
1691257057.6255317 1800 1925 
1691257058.6246789 1800 1925 
1691257059.625739 1800 1925 
1691257060.6274922 1825 1925 
1691257061.6258752 1825 1925 
1691257062.6252115 1825 1925 
1691257063.6257784 1825 1925 
1691257064.6259985 1825 1925 
1691257065.635595 1825 1925 
1691257066.625283 1825 1925 
1691257067.626114 1825 1925 
1691257068.6261828 1825 1925 
1691257069.6261806 1800 1925 
1691257070.6251051 1825 1925 
1691257071.6262362 1825 1925 
1691257072.626105 1825 1925 
1691257073.6272306 1825 1925 
1691257074.625287 1825 1925 
1691257075.626558 1825 1925 
1691257076.62863 1825 1925 
1691257077.6267908 1825 1900 
1691257078.6266708 1825 1900 
1691257079.6267543 1800 1900 
1691257080.6267405 1800 1900 
1691257081.6258729 1800 1900 
1691257082.6260283 1800 1900 
1691257083.6258516 1825 1900 
1691257084.6259565 1800 1900 
1691257085.6259878 1825 1900 
1691257086.625965 1800 1900 
1691257087.6259542 1825 1900 
1691257088.626165 1800 1900 
1691257089.6252427 1800 1900 
1691257090.6264684 1800 1900 
1691257091.626379 1800 1900 
1691257092.6277378 1800 1900 
1691257093.6255565 1800 1925 
1691257094.6284475 1800 1900 
1691257095.6261935 1800 1900 
1691257096.626564 1800 1925 
1691257097.62558 1825 1925 
1691257098.6267343 1825 1925 
1691257099.6265774 1825 1925 
1691257100.6268144 1825 1925 
1691257101.62587 1825 1925 
1691257102.62692 1800 1925 
1691257103.6270282 1800 1925 
1691257104.6355507 1800 1925 
1691257105.6259184 1825 1925 
1691257106.6267438 1825 1900 
1691257107.6267936 1800 1900 
1691257108.6307569 1800 1900 
1691257109.626321 1800 1925 
1691257110.6272204 1800 1900 
1691257111.6269867 1825 1900 
1691257112.6269543 1800 1925 
1691257113.6263654 1800 1925 
1691257114.6277611 1800 1925 
1691257115.6271818 1800 1925 
1691257116.6273513 1825 1925 
1691257117.6253748 1825 1925 
1691257118.626568 1800 1925 
1691257119.62894 1800 1900 
1691257120.6266615 1800 1900 
1691257121.6256332 1800 1900 
1691257122.6267653 1800 1900 
1691257123.6269794 1800 1900 
1691257124.6267617 1800 1900 
1691257125.626042 1800 1925 
1691257126.6269505 1800 1900 
1691257127.6269364 1800 1900 
1691257128.6269772 1800 1925 
1691257129.6269827 1800 1925 
1691257130.6272016 1800 1925 
1691257131.6268785 1800 1925 
1691257132.6273012 1800 1925 
1691257133.6289854 1800 1925 
1691257134.626983 1800 1900 
1691257135.6273448 1800 1900 
1691257136.627337 1800 1900 
1691257137.627355 1800 1900 
1691257138.6289563 1800 1900 
1691257139.6272068 1800 1900 
1691257140.6304471 1800 1900 
1691257141.6276128 1800 1900 
1691257142.627588 1800 1900 
1691257143.6317458 1800 1900 
1691257144.6267073 1800 1900 
1691257145.6275837 1800 1900 
1691257146.6281834 1800 1900 
1691257147.6278832 1800 1900 
1691257148.6272495 1825 1900 
1691257149.6282227 1825 1900 
1691257150.6280065 1825 1925 
1691257151.6278868 1825 1900 
1691257152.6275842 1825 1900 
1691257153.6288207 1825 1900 
1691257154.6272926 1825 1900 
1691257155.6292207 1825 1925 
1691257156.627427 1825 1925 
1691257157.627586 1825 1925 
1691257158.6273224 1800 1925 
1691257159.6274672 1825 1925 
1691257160.626647 1825 1925 
1691257161.629953 1825 1925 
1691257162.6278558 1825 1925 
1691257163.6278267 1825 1900 
1691257164.6266296 1825 1900 
1691257165.6277738 1800 1925 
1691257166.6277282 1800 1925 
1691257167.6280599 1825 1925 
1691257168.6266184 1800 1900 
1691257169.6277437 1800 1925 
1691257170.627961 1825 1900 
1691257171.6280072 1825 1925 
1691257172.62958 1825 1925 
1691257173.6281297 1800 1900 
1691257174.6282022 1800 1900 
1691257175.627926 1825 1900 
1691257176.6275399 1825 1900 
1691257177.6285813 1825 1900 
1691257178.628416 1800 1900 
1691257179.6288068 1800 1900 
1691257180.6282809 1800 1900 
1691257181.628405 1800 1900 
1691257182.6327395 1800 1900 
1691257183.6283436 1800 1925 
1691257184.627344 1800 1925 
1691257185.6287074 1800 1925 
1691257186.628012 1800 1900 
1691257187.6286821 1800 1925 
1691257188.6307645 1800 1925 
1691257189.6276016 1800 1925 
1691257190.6293287 1800 1925 
1691257191.628718 1800 1925 
1691257192.642095 1800 1900 
1691257193.628337 1800 1925 
1691257194.6284766 1800 1900 
1691257195.6278727 1800 1900 
1691257196.6283793 1800 1900 
1691257197.629013 1800 1900 
1691257198.6283183 1800 1900 
1691257199.62744 1775 1900 
1691257200.6288202 1775 1900 
1691257201.6286151 1775 1875 
1691257202.628637 1800 1900 
1691257203.62794 1800 1875 
1691257204.6288881 1800 1900 
1691257205.6287544 1775 1875 
1691257206.629263 1800 1900 
1691257207.627771 1800 1875 
1691257208.6304061 1800 1900 
1691257209.6289153 1800 1875 
1691257210.6286714 1775 1900 
1691257211.627848 1800 1875 
1691257212.6289096 1800 1875 
1691257213.6291518 1775 1875 
1691257214.63093 1800 1875 
1691257215.6290107 1800 1875 
1691257216.6291323 1775 1900 
1691257217.6295588 1800 1875 
1691257218.6293483 1800 1900 
1691257219.6283998 1800 1900 
1691257220.6301918 1800 1900 
1691257221.6359274 1800 1900 
1691257222.62955 1825 1900 
1691257223.6284857 1825 1900 
1691257224.6286716 1800 1900 
1691257225.6285903 1825 1900 
1691257226.628871 1825 1900 
1691257227.627562 1825 1900 
1691257228.6290455 1825 1900 
1691257229.6290364 1825 1900 
1691257230.628897 1800 1900 
1691257231.6308112 1800 1875 
1691257232.6289897 1800 1875 
1691257233.6289606 1800 1900 
1691257234.629097 1800 1900 
1691257235.631154 1800 1900 
1691257236.6303463 1800 1900 
1691257237.6293888 1800 1900 
1691257238.6294768 1800 1900 
1691257239.6294048 1800 1900 
1691257240.6296296 1800 1900 
1691257241.6393025 1800 1900 
1691257242.6298318 1800 1900 
1691257243.6297035 1800 1900 
1691257244.629382 1800 1900 
1691257245.6297736 1800 1900 
1691257246.6284223 1800 1925 
1691257247.6297817 1800 1925 
1691257248.6297164 1800 1925 
1691257249.6297395 1800 1900 
1691257250.628733 1800 1900 
1691257251.631387 1800 1900 
1691257252.6298413 1800 1900 
1691257253.6300366 1800 1900 
1691257254.6290948 1800 1900 
1691257255.629888 1775 1900 
1691257256.630067 1800 1900 
1691257257.6304018 1800 1900 
1691257258.6301563 1800 1900 
1691257259.6302905 1800 1900 
1691257260.6294656 1800 1900 
1691257261.6293268 1800 1900 
1691257262.6283996 1800 1900 
1691257263.6294777 1800 1900 
1691257264.631701 1800 1900 
1691257265.6293476 1800 1900 
1691257266.6285086 1800 1875 
1691257267.6320448 1800 1900 
1691257268.62975 1800 1875 
1691257269.6298368 1800 1900 
1691257270.628885 1800 1900 
1691257271.6297834 1800 1900 
1691257272.629732 1800 1900 
1691257273.6299467 1800 1900 
1691257274.6286974 1800 1900 
1691257275.630339 1800 1875 
1691257276.6300774 1800 1900 
1691257277.6300266 1775 1875 
1691257278.62989 1800 1875 
1691257279.6303444 1800 1900 
1691257280.6388283 1800 1875 
1691257281.6302452 1800 1900 
1691257282.6301496 1800 1900 
1691257283.6369479 1800 1925 
1691257284.6303618 1800 1925 
1691257285.6305614 1800 1925 
1691257286.6305723 1800 1900 
1691257287.6305947 1800 1900 
1691257288.6311128 1800 1900 
1691257289.629768 1800 1900 
1691257290.6307735 1800 1900 
1691257291.6308372 1800 1900 
1691257292.6319647 1800 1900 
1691257293.6299295 1800 1900 
1691257294.6309977 1800 1900 
1691257295.631188 1800 1925 
1691257296.6297634 1800 1900 
1691257297.6289468 1800 1900 
1691257298.6303613 1800 1900 
1691257299.630132 1800 1900 
1691257300.6301482 1800 1900 
1691257301.6293542 1775 1900 
1691257302.6304646 1775 1900 
1691257303.6300733 1800 1900 
1691257304.6321454 1800 1900 
1691257305.6292176 1800 1900 
1691257306.6304603 1775 1900 
1691257307.6305056 1800 1900 
1691257308.6304166 1800 1900 
1691257309.631349 1800 1900 
1691257310.6306365 1800 1900 
1691257311.6306763 1800 1900 
1691257312.6307588 1775 1925 
1691257313.630382 1800 1900 
1691257314.6309338 1800 1900 
1691257315.6307962 1800 1900 
1691257316.630951 1800 1900 
1691257317.6300035 1775 1900 
1691257318.6312609 1800 1900 
1691257319.6328037 1800 1900 
1691257320.6310658 1800 1900 
1691257321.630264 1800 1900 
1691257322.6312227 1800 1925 
1691257323.6311388 1800 1925 
1691257324.6311138 1800 1925 
1691257325.6327329 1800 1925 
1691257326.631149 1800 1925 
1691257327.6314962 1800 1925 
1691257328.6328576 1800 1925 
1691257329.6412568 1800 1925 
1691257330.6315799 1825 1925 
1691257331.6315424 1800 1925 
1691257332.6304784 1800 1925 
1691257333.6306374 1800 1925 
1691257334.6305134 1800 1925 
1691257335.6309292 1800 1925 
1691257336.6297402 1800 1925 
1691257337.6310341 1800 1925 
1691257338.631165 1800 1925 
1691257339.630831 1800 1925 
1691257340.6304986 1800 1925 
1691257341.6308699 1800 1950 
1691257342.6312218 1800 1950 
1691257343.631512 1800 1950 
1691257344.6317127 1800 1950 
1691257345.6313822 1800 1925 
1691257346.632981 1800 1900 
1691257347.6315558 1800 1900 
1691257348.6316915 1800 1900 
1691257349.632846 1800 1900 
1691257350.6311908 1800 1900 
1691257351.6313865 1800 1900 
1691257352.630724 1800 1900 
1691257353.6314769 1800 1900 
1691257354.6315143 1800 1900 
1691257355.6317897 1800 1900 
1691257356.6313212 1800 1900 
1691257357.631841 1800 1900 
1691257358.6336083 1800 1900 
1691257359.6317704 1825 1900 
1691257360.6312354 1825 1900 
1691257361.6318746 1800 1900 
1691257362.6341891 1800 1900 
1691257363.6321976 1800 1900 
1691257364.6312423 1800 1900 
1691257365.6320238 1800 1900 
1691257366.632284 1800 1900 
1691257367.632046 1800 1900 
1691257368.642508 1800 1900 
1691257369.631443 1800 1900 
1691257370.6314602 1800 1900 
1691257371.631333 1800 1900 
1691257372.6310701 1800 1900 
1691257373.6314294 1800 1900 
1691257374.631429 1800 1925 
1691257375.6315935 1800 1925 
1691257376.630614 1800 1925 
1691257377.6317391 1800 1925 
1691257378.6330595 1800 1900 
1691257379.631949 1800 1900 
1691257380.6309695 1800 1900 
1691257381.6320398 1800 1925 
1691257382.632047 1800 1925 
1691257383.6320615 1800 1925 
1691257384.632106 1800 1925 
1691257385.6321328 1825 1925 
1691257386.6331792 1800 1925 
1691257387.6323948 1800 1925 
1691257388.6323457 1800 1900 
1691257389.6320462 1800 1925 
1691257390.632433 1800 1900 
1691257391.6324282 1800 1900 
1691257392.6322362 1800 1900 
1691257393.6324959 1800 1900 
1691257394.6347492 1800 1900 
1691257395.6326232 1800 1900 
1691257396.6336007 1800 1900 
1691257397.6347015 1800 1900 
1691257398.632758 1800 1900 
1691257399.6319585 1800 1900 
1691257400.6328785 1800 1900 
1691257401.633027 1800 1900 
1691257402.6329632 1800 1900 
1691257403.6320636 1800 1900 
1691257404.6328423 1800 1900 
1691257405.6325643 1800 1900 
1691257406.6319923 1800 1925 
1691257407.6405735 1825 1925 
1691257408.6324902 1825 1925 
1691257409.6323364 1825 1925 
1691257410.632656 1825 1925 
1691257411.6312647 1825 1925 
1691257412.6328075 1825 1925 
1691257413.632458 1825 1925 
1691257414.6323338 1825 1900 
1691257415.6336048 1825 1925 
1691257416.6324372 1825 1925 
1691257417.6327312 1825 1925 
1691257418.6324368 1800 1925 
1691257419.6317031 1800 1925 
1691257420.6327486 1800 1925 
1691257421.63306 1800 1925 
1691257422.6337888 1800 1950 
1691257423.6317358 1800 1950 
1691257424.6328526 1800 1950 
1691257425.63333 1800 1950 
1691257426.6344082 1825 1950 
1691257427.6321478 1825 1950 
1691257428.6338568 1825 1925 
1691257429.633215 1825 1925 
1691257430.6333897 1825 1925 
1691257431.633034 1825 1925 
1691257432.6332319 1825 1925 
1691257433.633404 1825 1925 
1691257434.6340234 1825 1925 
1691257435.6325355 1825 1925 
1691257436.6350799 1825 1925 
1691257437.6334615 1825 1925 
1691257438.6335354 1825 1925 
1691257439.6327572 1825 1925 
1691257440.6326923 1825 1900 
1691257441.6328382 1825 1925 
1691257442.6325288 1825 1925 
1691257443.6330276 1825 1925 
1691257444.6330132 1825 1925 
1691257445.633056 1825 1925 
1691257446.6498501 1825 1925 
1691257447.6345072 1825 1950 
1691257448.6331635 1825 1925 
