time pressure_pt1 pressure_pt2 pressure_pt3 pressure_pt4
1691254966.8115246 -124 -124 -124 -125 
1691254967.9121149 -124 -124 -124 -125 
1691254969.012554 -124 -124 -124 -125 
1691254970.127938 -124 -124 -124 -124 
1691254971.2588582 -124 -124 -124 -124 
1691254972.3586974 -124 -124 -124 -125 
1691254973.4591484 -124 -124 -124 -124 
1691254974.5903919 -124 -125 -124 -124 
1691254975.706147 -124 -124 -124 -125 
1691254976.822028 -124 -124 -124 -125 
1691254977.9222758 -124 -124 -124 -125 
1691254979.0531456 -124 -124 -124 -124 
1691254980.1570892 -124 -124 -124 -124 
1691254981.2693493 -124 -124 -124 -124 
1691254982.3693733 -124 -124 -124 -124 
1691254983.5003204 -124 -124 -124 -124 
1691254984.6041772 -124 -124 -124 -125 
1691254985.7198634 -124 -124 -124 -124 
1691254986.8473647 -124 -124 -124 -124 
1691254987.9636188 -124 -125 -124 -124 
1691254989.0635028 -124 -124 -124 -124 
1691254990.1648636 -124 -124 -124 -125 
1691254991.2951953 -124 -124 -124 -124 
1691254992.414277 -124 -124 -124 -124 
1691254993.5107503 -124 -124 -124 -124 
1691254994.6419263 -123 -124 -124 -125 
1691254995.7419655 -124 -124 -124 -125 
1691254996.8743167 -124 -124 -124 -125 
1691254997.98977 -124 -124 -124 -125 
1691254999.105211 -124 -124 -124 -124 
1691255000.2058284 -124 -123 -124 -124 
1691255001.3051333 -124 -124 -124 -125 
1691255002.4363058 -124 -125 -124 -124 
1691255003.552258 -124 -124 -124 -125 
1691255004.6523037 -124 -124 -124 -124 
1691255005.783194 -124 -124 -124 -124 
1691255006.8836687 -124 -124 -124 -124 
1691255008.0022793 -125 -125 -124 -125 
1691255009.1154153 -124 -124 -124 -125 
1691255010.2470088 -124 -124 -124 -125 
1691255011.346504 -124 -124 -124 -125 
1691255012.4481401 -124 -124 -124 -124 
1691255013.577887 -124 -124 -124 -125 
1691255014.693517 -124 -124 -124 -124 
1691255015.7938159 -124 -124 -124 -125 
1691255016.9251277 -124 -124 -124 -124 
1691255018.0257936 -124 -124 -124 -125 
1691255019.1414053 -124 -124 -124 -124 
1691255020.2572732 -124 -124 -124 -124 
1691255021.3895326 -124 -124 -124 -124 
1691255022.4882379 -124 -124 -124 -124 
1691255023.5881734 -124 -124 -124 -124 
1691255024.7230132 -124 -124 -124 -124 
1691255025.8353987 -124 -124 -124 -124 
1691255026.9357064 -124 -124 -124 -125 
1691255028.0365014 -124 -125 -124 -125 
1691255029.166785 -124 -124 -124 -125 
1691255030.288604 -123 -124 -124 -125 
1691255031.3985465 -124 -124 -124 -125 
1691255032.5317543 -124 -124 -124 -125 
1691255033.6365702 -124 -124 -124 -125 
1691255034.7307138 -124 -124 -124 -125 
1691255035.8631675 -124 -124 -124 -125 
1691255036.9800072 -124 -124 -124 -125 
1691255038.078613 -124 -124 -124 -124 
1691255039.1787024 -124 -125 -124 -124 
1691255040.3097332 -124 -124 -124 -124 
1691255041.4318626 -124 -125 -124 -125 
1691255042.541344 -124 -125 -124 -125 
1691255043.6729774 -124 -124 -124 -125 
1691255044.7729936 -124 -124 -124 -125 
1691255045.8734536 -124 -124 -124 -124 
1691255046.99188 -124 -124 -124 -125 
1691255048.1194987 -124 -123 -124 -124 
1691255049.219307 -124 -124 -124 -125 
1691255050.3194566 -124 -124 -124 -125 
1691255051.450497 -124 -124 -124 -124 
1691255052.5704062 -124 -124 -124 -125 
1691255053.6825902 -124 -124 -124 -125 
1691255054.813718 -124 -124 -124 -124 
1691255055.9141 -124 -124 -124 -125 
1691255057.0142622 -124 -124 -124 -124 
1691255058.1302674 -124 -124 -124 -125 
1691255059.260974 -124 -123 -124 -125 
1691255060.3613431 -124 -124 -124 -125 
1691255061.466181 -123 -124 -124 -125 
1691255062.5789664 -124 -124 -124 -124 
1691255063.7143178 -124 -124 -124 -124 
1691255064.8240826 -124 -124 -124 -124 
1691255065.9246936 -124 -124 -124 -125 
1691255067.0249481 -124 -124 -124 -124 
1691255068.155265 -124 -124 -124 -125 
1691255069.2758489 -124 -124 -124 -124 
1691255070.3723342 -124 -124 -124 -125 
1691255071.5025716 -124 -124 -124 -125 
1691255072.6070938 -124 -124 -124 -124 
1691255073.7193503 -123 -124 -124 -125 
1691255074.8354554 -124 -123 -124 -125 
1691255075.9657457 -123 -124 -124 -125 
1691255077.0691774 -124 -124 -124 -125 
1691255078.1666281 -125 -124 -124 -125 
1691255079.2983203 -124 -124 -124 -124 
1691255080.41849 -124 -124 -124 -124 
1691255081.5136976 -124 -124 -124 -124 
1691255082.6445103 -124 -124 -124 -124 
1691255083.7452555 -124 -124 -124 -125 
1691255084.8601716 -124 -125 -124 -125 
1691255085.9765089 -124 -124 -124 -125 
1691255087.1076386 -124 -124 -124 -124 
1691255088.207478 -124 -124 -124 -125 
1691255089.3077505 -124 -124 -124 -125 
1691255090.439229 -124 -124 -124 -125 
1691255091.5604029 -124 -124 -124 -124 
1691255092.6585152 -124 -124 -124 -124 
1691255093.7585087 -124 -124 -124 -125 
1691255094.8897388 -124 -124 -124 -125 
1691255096.007457 -124 -124 -124 -125 
1691255097.1278086 -124 -125 -124 -125 
1691255098.253169 -124 -124 -124 -124 
1691255099.3531067 -124 -124 -124 -125 
1691255100.4531126 -124 -124 -124 -125 
1691255101.585152 -124 -124 -124 -124 
1691255102.7032712 -124 -124 -124 -125 
1691255103.7998703 -124 -124 -124 -125 
1691255104.8999608 -124 -124 -124 -124 
1691255106.0315945 -124 -124 -124 -124 
1691255107.1480372 -124 -124 -124 -125 
1691255108.2671728 -124 -123 -124 -125 
1691255109.3941393 -124 -124 -124 -125 
1691255110.4942837 -124 -124 -124 -124 
1691255111.5942962 -124 -124 -124 -125 
1691255112.7156467 -124 -125 -124 -125 
1691255113.8464525 -124 -124 -125 -124 
1691255114.9466648 -124 -124 -124 -124 
1691255116.047071 -124 -124 -124 -124 
1691255117.177617 -124 -124 -124 -124 
1691255118.2939181 -124 -124 -124 -124 
1691255119.4252412 -124 -124 -124 -124 
1691255120.5409079 -124 -125 -124 -125 
1691255121.641026 -124 -124 -124 -124 
1691255122.741342 -124 -124 -124 -125 
1691255123.8573277 -124 -124 -124 -125 
1691255124.988062 -124 -124 -124 -125 
1691255126.0882723 -124 -124 -124 -125 
1691255127.188295 -124 -124 -124 -124 
1691255128.319128 -124 -124 -124 -125 
1691255129.4392612 -124 -124 -124 -124 
1691255130.5511513 -124 -123 -124 -125 
1691255131.6515005 -124 -124 -124 -125 
1691255132.7823563 -124 -123 -124 -125 
1691255133.883196 -124 -124 -124 -124 
1691255135.002922 -124 -124 -124 -124 
1691255136.1300354 -124 -124 -124 -125 
1691255137.229655 -124 -124 -124 -124 
1691255138.3302493 -124 -123 -124 -125 
1691255139.4490998 -124 -124 -124 -125 
1691255140.5841756 -124 -123 -124 -125 
1691255141.6956644 -124 -123 -124 -124 
1691255142.7951348 -124 -124 -124 -124 
1691255143.9213207 -124 -124 -124 -125 
1691255145.0374012 -124 -125 -124 -124 
1691255146.1536894 -124 -124 -124 -125 
1691255147.253441 -123 -124 -124 -124 
1691255148.3843522 -124 -124 -124 -124 
1691255149.4842327 -124 -125 -124 -125 
1691255150.5842435 -124 -124 -124 -125 
1691255151.6904533 -124 -124 -125 -125 
1691255152.8004692 -124 -124 -124 -125 
1691255153.9165447 -124 -124 -124 -125 
1691255155.034329 -124 -123 -124 -124 
1691255156.164181 -124 -124 -125 -125 
1691255157.2633479 -124 -124 -124 -124 
1691255158.3635242 -124 -124 -124 -125 
1691255159.495706 -124 -124 -124 -124 
1691255160.5949228 -124 -124 -124 -125 
1691255161.6958802 -124 -124 -124 -125 
1691255162.815168 -124 -124 -124 -124 
1691255163.9421577 -124 -124 -124 -125 
1691255165.0585809 -124 -124 -124 -124 
1691255166.1743772 -124 -124 -124 -125 
1691255167.3048894 -124 -124 -124 -125 
1691255168.405472 -124 -124 -124 -125 
1691255169.505902 -124 -124 -123 -124 
1691255170.6090603 -124 -125 -124 -125 
1691255171.7362704 -124 -124 -124 -125 
1691255172.8363788 -124 -124 -124 -125 
1691255173.957925 -124 -124 -124 -125 
1691255175.0837874 -124 -124 -124 -125 
1691255176.1995618 -124 -124 -124 -125 
1691255177.3156183 -124 -124 -124 -124 
1691255178.4472659 -124 -124 -124 -124 
1691255179.5468466 -124 -124 -124 -124 
1691255180.6466727 -124 -124 -124 -125 
1691255181.7468991 -124 -124 -124 -125 
1691255182.877802 -124 -124 -124 -124 
1691255183.978264 -124 -124 -124 -124 
1691255185.0941758 -124 -124 -124 -124 
1691255186.2250996 -124 -124 -124 -124 
1691255187.3430316 -124 -124 -124 -125 
1691255188.4583282 -124 -124 -124 -125 
1691255189.5652664 -124 -124 -124 -124 
1691255190.6888237 -124 -124 -124 -125 
1691255191.7881746 -124 -124 -124 -124 
1691255192.8883584 -124 -124 -124 -125 
1691255194.0197504 -124 -124 -124 -124 
1691255195.1205254 -123 -124 -124 -124 
1691255196.2353413 -124 -124 -124 -125 
1691255197.3667789 -124 -124 -124 -124 
1691255198.4826384 -124 -124 -124 -125 
1691255199.5985067 -124 -124 -124 -125 
1691255200.70149 -124 -124 -124 -124 
1691255201.8298383 -124 -124 -124 -125 
1691255202.9303975 -124 -125 -124 -124 
1691255204.030153 -124 -124 -124 -125 
1691255205.1299582 -123 -123 -124 -125 
1691255206.2610161 -124 -124 -124 -124 
1691255207.3779774 -124 -124 -125 -125 
1691255208.4933443 -124 -124 -124 -124 
1691255209.613078 -124 -124 -124 -124 
1691255210.7401345 -124 -123 -124 -125 
1691255211.8498688 -124 -124 -124 -124 
1691255212.9403777 -124 -124 -124 -125 
1691255214.0725033 -124 -124 -124 -125 
1691255215.171693 -124 -124 -124 -125 
1691255216.2716985 -124 -124 -124 -125 
1691255217.402737 -124 -124 -124 -125 
1691255218.518573 -124 -124 -124 -125 
1691255219.6348357 -124 -124 -124 -124 
1691255220.7506404 -124 -124 -124 -125 
1691255221.8818758 -124 -124 -124 -125 
1691255222.9895837 -124 -124 -124 -125 
1691255224.0821505 -124 -124 -124 -125 
1691255225.212879 -124 -124 -124 -125 
1691255226.3131423 -124 -124 -124 -125 
1691255227.4129112 -124 -124 -124 -125 
1691255228.5289545 -124 -124 -124 -124 
1691255229.6599302 -124 -124 -124 -125 
1691255230.776042 -124 -124 -124 -125 
1691255231.892148 -124 -124 -124 -125 
1691255233.0233395 -124 -124 -124 -125 
1691255234.1235552 -124 -125 -124 -125 
1691255235.2235894 -124 -124 -124 -124 
1691255236.3545506 -124 -124 -124 -125 
1691255237.4540143 -124 -124 -124 -125 
1691255238.5545986 -124 -124 -124 -125 
1691255239.6704984 -124 -124 -124 -124 
1691255240.8017 -124 -124 -124 -125 
1691255241.9182448 -124 -124 -124 -125 
1691255243.0336854 -124 -124 -124 -125 
1691255244.1701632 -124 -125 -124 -125 
1691255245.2648396 -124 -124 -124 -125 
1691255246.3648937 -124 -124 -124 -124 
1691255247.4650354 -124 -124 -124 -125 
1691255248.5959482 -124 -124 -124 -125 
1691255249.6963136 -124 -124 -124 -125 
1691255250.812061 -124 -124 -124 -125 
1691255251.9431612 -124 -124 -124 -124 
1691255253.0595555 -124 -125 -124 -125 
1691255254.175601 -124 -124 -124 -125 
1691255255.3082678 -124 -125 -124 -124 
1691255256.4228096 -124 -124 -124 -124 
1691255257.51934 -124 -124 -124 -124 
1691255258.6194706 -124 -124 -124 -124 
1691255259.7512572 -124 -124 -124 -124 
1691255260.8523462 -124 -124 -124 -124 
1691255261.9678948 -124 -124 -124 -125 
1691255263.100562 -124 -124 -124 -125 
1691255264.2144353 -124 -124 -124 -125 
1691255265.3148046 -124 -124 -124 -124 
1691255266.4315326 -124 -124 -124 -124 
1691255267.5623672 -124 -124 -124 -124 
1691255268.663129 -124 -125 -124 -125 
1691255269.7630062 -124 -124 -124 -125 
1691255270.8632457 -124 -124 -124 -125 
1691255271.9981885 -124 -124 -124 -125 
1691255273.1102417 -124 -124 -124 -124 
1691255274.2249236 -124 -124 -124 -124 
1691255275.3252478 -124 -124 -124 -124 
1691255276.4562368 -124 -124 -124 -125 
1691255277.5723548 -124 -124 -125 -125 
1691255278.672595 -124 -124 -124 -125 
1691255279.8035371 -124 -125 -124 -124 
1691255280.9035492 -124 -124 -124 -124 
1691255282.0038352 -124 -124 -124 -125 
1691255283.1347017 -124 -124 -124 -124 
1691255284.2509494 -124 -124 -124 -124 
1691255285.3672798 -124 -124 -124 -125 
1691255286.4675276 -124 -124 -124 -125 
1691255287.5982306 -124 -124 -124 -125 
1691255288.7137828 -124 -124 -124 -124 
1691255289.813716 -124 -124 -124 -125 
1691255290.9446 -124 -124 -124 -125 
1691255292.0449493 -124 -125 -125 -124 
1691255293.1478415 -124 -124 -124 -124 
1691255294.262562 -124 -124 -124 -125 
1691255295.3921392 -123 -124 -124 -125 
1691255296.5081394 -124 -124 -124 -124 
1691255297.6118596 -124 -124 -124 -124 
1691255298.7393816 -124 -124 -124 -124 
1691255299.8552973 -124 -124 -124 -125 
1691255300.955595 -124 -124 -124 -124 
1691255302.086572 -125 -125 -124 -125 
1691255303.186783 -124 -124 -124 -125 
1691255304.294551 -124 -124 -124 -125 
1691255305.4026613 -124 -125 -124 -125 
1691255306.5336456 -124 -124 -125 -124 
1691255307.6557171 -124 -124 -124 -125 
1691255308.750025 -124 -124 -124 -125 
1691255309.8807197 -124 -124 -124 -124 
1691255310.9971297 -124 -124 -124 -125 
1691255312.0975013 -124 -124 -124 -125 
1691255313.1970437 -124 -124 -124 -124 
1691255314.3281658 -124 -124 -124 -124 
1691255315.451959 -124 -124 -124 -125 
1691255316.5441613 -125 -124 -124 -125 
1691255317.6753192 -124 -125 -124 -125 
1691255318.7915056 -124 -124 -124 -125 
1691255319.891575 -124 -124 -124 -125 
1691255321.0243175 -124 -124 -124 -125 
1691255322.1383874 -124 -125 -124 -124 
1691255323.2388382 -124 -124 -124 -124 
1691255324.3395493 -123 -124 -124 -125 
1691255325.4739363 -124 -124 -124 -125 
1691255326.5698614 -124 -124 -124 -125 
1691255327.6857662 -124 -124 -124 -125 
1691255328.8017619 -124 -124 -124 -124 
1691255329.934143 -124 -124 -124 -124 
1691255331.033496 -124 -124 -124 -125 
1691255332.1490664 -125 -124 -124 -124 
1691255333.2493792 -124 -124 -124 -125 
1691255334.3799696 -124 -124 -124 -125 
1691255335.4806042 -124 -124 -124 -124 
1691255336.5799022 -124 -124 -124 -125 
1691255337.7151957 -124 -124 -123 -125 
1691255338.8280487 -124 -124 -124 -125 
1691255339.9441264 -124 -124 -124 -125 
1691255341.0717173 -124 -124 -124 -124 
1691255342.187657 -124 -124 -124 -125 
1691255343.3032098 -124 -124 -124 -125 
1691255344.40492 -124 -124 -124 -124 
1691255345.5342977 -124 -124 -124 -125 
1691255346.6345325 -124 -124 -124 -124 
1691255347.7358258 -124 -124 -124 -125 
1691255348.8794136 -124 -124 -124 -125 
1691255349.9817636 -123 -124 -124 -124 
1691255351.082063 -124 -124 -124 -125 
1691255352.1979544 -124 -124 -124 -125 
1691255353.329122 -124 -124 -124 -125 
1691255354.445785 -124 -124 -124 -124 
1691255355.5448802 -124 -124 -124 -124 
1691255356.6760447 -124 -124 -124 -125 
1691255357.7758138 -124 -124 -124 -125 
1691255358.875934 -124 -124 -124 -125 
1691255360.0124843 -124 -124 -124 -124 
1691255361.1273718 -123 -124 -124 -125 
1691255362.2233396 -124 -123 -124 -124 
1691255363.3395255 -124 -125 -124 -125 
1691255364.4704678 -124 -124 -124 -124 
1691255365.5865328 -124 -124 -124 -124 
1691255366.6864648 -124 -124 -124 -125 
1691255367.8178961 -124 -124 -124 -125 
1691255368.9175434 -124 -124 -124 -124 
1691255370.0183592 -124 -124 -124 -125 
1691255371.134083 -124 -124 -124 -124 
1691255372.2651584 -124 -124 -124 -125 
1691255373.3650982 -124 -124 -124 -124 
1691255374.4809659 -124 -125 -124 -125 
1691255375.6157038 -124 -125 -124 -124 
1691255376.727985 -124 -124 -124 -124 
1691255377.8285873 -125 -124 -124 -125 
1691255378.9527106 -124 -124 -124 -124 
1691255380.0681489 -124 -124 -124 -125 
1691255381.1714256 -124 -124 -124 -124 
1691255382.2845201 -124 -124 -124 -125 
1691255383.4158392 -124 -124 -124 -124 
1691255384.515393 -124 -124 -124 -124 
1691255385.6317294 -124 -124 -124 -125 
1691255386.7635465 -124 -124 -124 -125 
1691255387.8794038 -124 -125 -125 -124 
1691255388.9796934 -124 -124 -124 -124 
1691255390.0797052 -124 -124 -124 -124 
1691255391.2106934 -124 -124 -124 -125 
1691255392.3168397 -124 -124 -124 -125 
1691255393.4269776 -124 -125 -124 -125 
1691255394.5589867 -124 -124 -124 -124 
1691255395.6648796 -124 -124 -124 -125 
1691255396.8770106 -124 -124 -124 -125 
1691255397.8928719 -124 -125 -124 -124 
1691255399.0240352 -124 -124 -124 -124 
1691255400.1242437 -124 -124 -124 -125 
1691255401.2239974 -124 -124 -124 -125 
1691255402.3551974 -124 -124 -124 -125 
1691255403.458596 -124 -124 -124 -125 
1691255404.5713472 -124 -124 -123 -125 
1691255405.672817 -124 -124 -124 -125 
1691255406.8022451 -124 -124 -124 -125 
1691255407.902633 -124 -124 -124 -124 
1691255409.00281 -124 -125 -124 -125 
1691255410.102822 -124 -124 -124 -124 
1691255411.2334168 -124 -124 -124 -124 
1691255412.3337646 -124 -124 -124 -125 
1691255413.453415 -124 -125 -123 -125 
1691255414.5879283 -124 -124 -124 -124 
1691255415.6805809 -124 -124 -124 -125 
1691255416.7831752 -124 -124 -124 -124 
1691255417.8860521 -124 -124 -124 -125 
1691255419.016897 -124 -124 -124 -124 
1691255420.118884 -124 -124 -124 -124 
1691255421.2183096 -124 -124 -124 -125 
1691255422.349414 -124 -124 -124 -124 
1691255423.4640718 -125 -124 -124 -125 
1691255424.5644538 -124 -124 -124 -123 
1691255425.6950705 -124 -124 -124 -124 
1691255426.7950652 -124 -124 -124 -125 
1691255427.8955314 -124 -124 -124 -125 
1691255428.9957805 -124 -124 -124 -124 
1691255430.1282613 -124 -124 -124 -125 
1691255431.228001 -124 -124 -124 -124 
1691255432.3437903 -124 -125 -124 -125 
1691255433.4745283 -124 -124 -124 -124 
1691255434.5737154 -124 -125 -124 -124 
1691255435.673866 -124 -124 -124 -125 
1691255436.804751 -124 -124 -124 -125 
1691255437.9049962 -124 -124 -124 -125 
1691255439.005251 -123 -124 -124 -124 
1691255440.1053295 -124 -124 -124 -125 
1691255441.2393715 -124 -124 -124 -124 
1691255442.3520532 -124 -124 -124 -125 
1691255443.4522102 -124 -124 -124 -125 
1691255444.5835013 -124 -124 -124 -125 
1691255445.6833966 -124 -124 -124 -124 
1691255446.7833605 -124 -124 -124 -124 
1691255447.8835907 -124 -124 -124 -124 
1691255449.0152597 -124 -124 -124 -125 
1691255450.1146939 -124 -124 -124 -125 
1691255451.230893 -124 -124 -124 -125 
1691255452.3667035 -124 -124 -124 -125 
1691255453.4622061 -124 -124 -124 -123 
1691255454.5624378 -124 -124 -124 -125 
1691255455.6928313 -124 -125 -124 -125 
1691255456.7934382 -125 -124 -124 -125 
1691255457.8940058 -124 -124 -124 -124 
1691255458.9943826 -124 -124 -124 -125 
1691255460.1240287 -124 -124 -124 -125 
1691255461.2398396 -124 -124 -124 -125 
1691255462.339887 -124 -124 -124 -125 
1691255463.4863384 -124 -124 -124 -125 
1691255464.5708444 -124 -124 -124 -124 
1691255465.6713045 -124 -124 -124 -125 
1691255466.8020358 -124 -124 -124 -124 
1691255467.902072 -124 -125 -124 -124 
1691255469.002691 -124 -124 -124 -124 
1691255470.1186388 -124 -124 -124 -125 
1691255471.2491875 -124 -125 -124 -125 
1691255472.349281 -124 -124 -124 -124 
1691255473.4493191 -124 -124 -124 -123 
1691255474.5555096 -124 -124 -124 -124 
1691255475.680587 -124 -125 -124 -125 
1691255476.7809947 -124 -124 -124 -125 
1691255477.8809576 -124 -124 -124 -125 
1691255479.0071824 -124 -124 -125 -125 
1691255480.1418514 -124 -125 -124 -125 
1691255481.238128 -125 -124 -124 -125 
1691255482.337848 -124 -124 -124 -124 
1691255483.4693284 -124 -124 -124 -124 
1691255484.5691533 -124 -124 -123 -124 
1691255485.6727085 -124 -124 -124 -125 
1691255486.8000515 -124 -124 -124 -125 
1691255487.900109 -124 -124 -124 -125 
1691255489.0005217 -124 -124 -124 -125 
1691255490.1006658 -124 -124 -124 -125 
1691255491.2162993 -124 -124 -124 -124 
1691255492.3162017 -124 -124 -124 -125 
1691255493.416541 -124 -124 -124 -124 
1691255494.5475738 -124 -124 -124 -125 
1691255495.648379 -124 -124 -124 -124 
1691255496.751455 -124 -124 -124 -124 
1691255497.8596375 -124 -124 -124 -125 
1691255498.9909935 -124 -124 -124 -125 
1691255500.106977 -124 -124 -124 -125 
1691255501.206836 -124 -124 -124 -124 
1691255502.3390827 -124 -124 -124 -124 
1691255503.4387372 -124 -124 -124 -124 
1691255504.5382857 -124 -124 -124 -125 
1691255505.6740346 -124 -124 -124 -125 
1691255506.770134 -124 -124 -124 -125 
1691255507.869352 -124 -125 -124 -125 
1691255508.9854667 -124 -124 -124 -125 
1691255510.1164086 -124 -124 -124 -124 
1691255511.216383 -124 -124 -124 -125 
1691255512.3177905 -124 -124 -124 -124 
1691255513.4476523 -124 -124 -124 -124 
1691255514.5475585 -124 -124 -124 -124 
1691255515.6487248 -124 -124 -123 -124 
1691255516.7795854 -124 -124 -124 -125 
1691255517.8804486 -125 -124 -124 -124 
1691255518.9958203 -124 -124 -124 -125 
1691255520.0964928 -124 -124 -124 -125 
1691255521.2281888 -124 -125 -124 -125 
1691255522.326814 -124 -124 -124 -123 
1691255523.431418 -124 -124 -123 -124 
1691255524.5579097 -124 -124 -124 -124 
1691255525.6579769 -124 -124 -124 -124 
1691255526.7583466 -124 -124 -124 -124 
1691255527.8740222 -124 -124 -124 -124 
1691255529.0050628 -124 -124 -123 -125 
1691255530.1056085 -124 -124 -124 -124 
1691255531.205331 -124 -124 -124 -124 
1691255532.3362236 -124 -124 -124 -125 
1691255533.4361432 -124 -124 -124 -125 
1691255534.5412421 -124 -124 -124 -125 
1691255535.6745765 -124 -124 -124 -125 
1691255536.7682328 -124 -124 -124 -125 
1691255537.8841662 -124 -124 -124 -125 
1691255538.985164 -124 -124 -124 -125 
1691255540.1213288 -124 -124 -124 -125 
1691255541.2153726 -124 -124 -124 -125 
1691255542.3161504 -124 -124 -124 -125 
1691255543.4457457 -124 -124 -124 -125 
1691255544.5464017 -125 -124 -124 -125 
1691255545.6498864 -124 -124 -123 -125 
1691255546.777871 -124 -124 -123 -124 
1691255547.8940918 -124 -124 -124 -124 
1691255548.9948025 -124 -124 -124 -124 
1691255550.0941978 -124 -124 -124 -125 
1691255551.2284355 -124 -124 -124 -124 
1691255552.325387 -124 -124 -124 -125 
1691255553.4254196 -124 -124 -124 -125 
1691255554.556273 -124 -124 -124 -125 
1691255555.656976 -124 -124 -124 -125 
1691255556.775977 -124 -125 -124 -125 
1691255557.8729007 -124 -125 -124 -124 
1691255559.0039043 -124 -124 -124 -124 
1691255560.1036541 -124 -124 -124 -125 
1691255561.2048411 -124 -124 -124 -125 
1691255562.3348947 -124 -124 -124 -125 
1691255563.4347296 -124 -124 -124 -124 
1691255564.5354545 -124 -124 -124 -125 
1691255565.6661756 -124 -124 -123 -125 
1691255566.7818525 -124 -124 -124 -125 
1691255567.8884716 -124 -124 -124 -125 
1691255568.98218 -124 -124 -124 -125 
1691255570.1167605 -124 -124 -124 -124 
1691255571.2135935 -124 -124 -124 -124 
1691255572.313135 -124 -124 -124 -124 
1691255573.4141588 -124 -124 -124 -124 
1691255574.5443988 -124 -124 -124 -125 
1691255575.660639 -124 -125 -124 -124 
1691255576.7606776 -124 -124 -124 -125 
1691255577.861414 -124 -124 -124 -125 
1691255579.0003743 -124 -124 -124 -125 
1691255580.0918646 -124 -124 -124 -125 
1691255581.195691 -124 -124 -124 -124 
1691255582.3224971 -124 -124 -124 -125 
1691255583.4245682 -124 -124 -124 -124 
1691255584.539926 -124 -124 -124 -124 
1691255585.6756432 -124 -124 -124 -124 
1691255586.7696295 -124 -124 -124 -125 
1691255587.869933 -124 -125 -124 -124 
1691255588.9700298 -124 -124 -124 -125 
1691255590.1013694 -124 -124 -124 -125 
1691255591.2010684 -124 -124 -123 -124 
1691255592.3013985 -124 -124 -123 -124 
1691255593.43388 -124 -124 -124 -125 
1691255594.5489044 -124 -124 -124 -124 
1691255595.6500003 -124 -124 -124 -125 
1691255596.7702062 -124 -124 -124 -124 
1691255597.8861904 -124 -124 -124 -124 
1691255598.986381 -124 -124 -124 -125 
1691255600.0869234 -124 -124 -124 -124 
1691255601.217832 -124 -124 -125 -125 
1691255602.3184612 -124 -124 -124 -125 
1691255603.4380734 -124 -124 -124 -125 
1691255604.5646732 -124 -124 -124 -124 
1691255605.6686256 -124 -125 -124 -125 
1691255606.765231 -124 -123 -124 -125 
1691255607.8650243 -124 -124 -124 -125 
1691255608.996525 -124 -124 -124 -125 
1691255610.097724 -124 -124 -124 -125 
1691255611.2132275 -124 -124 -124 -125 
1691255612.3273895 -124 -124 -124 -125 
1691255613.443092 -124 -124 -124 -124 
1691255614.544509 -124 -124 -124 -124 
1691255615.6811686 -124 -124 -124 -124 
1691255616.7912245 -124 -125 -124 -125 
1691255617.8749099 -124 -124 -124 -125 
1691255618.974862 -124 -124 -123 -125 
1691255620.1058943 -124 -124 -124 -125 
1691255621.2057214 -124 -125 -124 -124 
1691255622.3214383 -124 -124 -125 -125 
1691255623.4525092 -124 -124 -124 -125 
1691255624.5528357 -124 -124 -124 -125 
1691255625.6551907 -124 -124 -125 -125 
1691255626.759789 -124 -124 -124 -125 
1691255627.8908033 -124 -124 -125 -125 
1691255628.9908814 -124 -124 -124 -124 
1691255630.0922697 -124 -124 -124 -124 
1691255631.2220933 -124 -125 -124 -124 
1691255632.3383613 -124 -124 -124 -125 
1691255633.4383874 -124 -124 -124 -125 
1691255634.5691705 -124 -124 -124 -124 
1691255635.669233 -124 -124 -124 -124 
1691255636.769241 -124 -124 -124 -125 
1691255637.869174 -124 -124 -124 -125 
1691255639.0003808 -124 -124 -124 -124 
1691255640.1028697 -124 -123 -124 -125 
1691255641.2192848 -124 -124 -124 -124 
1691255642.3473055 -124 -124 -124 -124 
1691255643.4554472 -124 -124 -124 -125 
1691255644.5474844 -124 -124 -124 -124 
1691255645.6846232 -124 -125 -124 -125 
1691255646.7785618 -124 -125 -124 -125 
1691255647.8789005 -124 -124 -124 -125 
1691255648.9788384 -124 -124 -124 -125 
1691255650.1103158 -124 -124 -124 -125 
1691255651.225721 -124 -124 -124 -124 
1691255652.3262408 -124 -124 -124 -125 
1691255653.4574077 -124 -124 -124 -124 
1691255654.5569267 -124 -124 -124 -124 
1691255655.6573179 -124 -124 -124 -125 
1691255656.7580893 -124 -124 -124 -125 
1691255657.8883243 -124 -124 -124 -124 
1691255658.9880955 -124 -124 -124 -125 
1691255660.1060126 -124 -124 -124 -125 
1691255661.235324 -124 -124 -124 -125 
1691255662.3351996 -124 -124 -124 -124 
1691255663.4366484 -124 -124 -124 -125 
1691255664.551398 -124 -124 -124 -125 
1691255665.6896896 -124 -124 -124 -125 
1691255666.7837138 -123 -124 -124 -125 
1691255667.8833568 -124 -124 -124 -124 
1691255669.0143437 -124 -124 -124 -124 
1691255670.1299665 -124 -124 -124 -124 
1691255671.231402 -124 -124 -124 -125 
1691255672.3300056 -124 -124 -124 -124 
1691255673.462096 -124 -124 -124 -124 
1691255674.562234 -124 -124 -124 -124 
1691255675.6656656 -124 -124 -124 -124 
1691255676.76107 -124 -124 -124 -124 
1691255677.8925447 -124 -124 -124 -124 
1691255679.0086713 -124 -124 -124 -124 
